,Year,Rider,Rank,Time,DistanceKilometer,PersonalAvgPace,Hours,Minutes,Seconds,Team,RiderNumber,TotalSeconds,Gap,Bonus,Points,NumberStages,ListedAvgPace
2589,2005,MATTHIEU SPRICK,120,89h 35' 49'',3593,40.10181399,89,35,49,BOUYGUES TELECOM,148,322549,+ 03h 20' 47'',,,42,41.654
2590,2005,STÉPHANE AUGE,121,89h 36' 32'',3593,40.0964686,89,36,32,COFIDIS CREDIT PAR TELEPHONE,122,322592,+ 03h 21' 30'',,,42,41.654
2591,2005,INAKI ISASI,122,89h 36' 52'',3593,40.09398286,89,36,52,EUSKALTEL - EUSKADI,196,322612,+ 03h 21' 50'',,,42,41.654
2592,2005,MATTHEW WHITE,123,89h 38' 43'',3593,40.08019261,89,38,43,COFIDIS CREDIT PAR TELEPHONE,129,322723,+ 03h 23' 41'',,,42,41.654
2593,2005,THOMAS VOECKLER,124,89h 40' 34'',3593,40.06641184,89,40,34,BOUYGUES TELECOM,149,322834,+ 03h 25' 32'',,,42,41.654
2594,2005,MARCUS LJUNGQVIST,125,89h 40' 38'',3593,40.06591541,89,40,38,LIQUIGAS - BIANCHI,117,322838,+ 03h 25' 36'',,,42,41.654
2595,2005,SIMON GERRANS,126,89h 42' 05'',3593,40.05512116,89,42,5,AG2R PREVOYANCE,205,322925,+ 03h 27' 03'',,,42,41.654
2596,2005,THIERRY MARICHAL,127,89h 46' 01'',3593,40.02586946,89,46,1,COFIDIS CREDIT PAR TELEPHONE,125,323161,+ 03h 30' 59'',,,42,41.654
2597,2005,FABIAN CANCELLARA,128,89h 47' 42'',3593,40.01336377,89,47,42,FASSA BORTOLO,71,323262,+ 03h 32' 40'',,,42,41.654
2598,2005,FRÉDÉRIC BESSY,129,89h 50' 01'',3593,39.99616575,89,50,1,COFIDIS CREDIT PAR TELEPHONE,123,323401,+ 03h 34' 59'',,,42,41.654
2599,2005,MICHAEL RICH,130,89h 52' 15'',3593,39.97960035,89,52,15,GEROLSTEINER,165,323535,+ 03h 37' 13'',,,42,41.654
2600,2005,MANUEL QUINZIATO,131,89h 52' 33'',3593,39.97737619,89,52,33,SAUNIER DUVAL - PRODIR,88,323553,+ 03h 37' 31'',,,42,41.654
2601,2005,FRED RODRIGUEZ,132,89h 53' 00'',3593,39.97404042,89,53,0,DAVITAMON - LOTTO,46,323580,+ 03h 37' 58'',,,42,41.654
2602,2005,ALESSANDRO VANOTTI,133,89h 53' 45'',3593,39.96848204,89,53,45,DOMINA VACANZE,189,323625,+ 03h 38' 43'',,,42,41.654
2603,2005,ROBBIE MC EWEN,134,89h 56' 54'',3593,39.9451537,89,56,54,DAVITAMON - LOTTO,41,323814,+ 03h 41' 52'',,,42,41.654
2604,2005,KARSTEN KROON,135,89h 57' 05'',3593,39.9437968,89,57,5,RABOBANK,54,323825,+ 03h 42' 03'',,,42,41.654
2605,2005,JOHAN VAN SUMMEREN,136,89h 58' 07'',3593,39.93615057,89,58,7,DAVITAMON - LOTTO,48,323887,+ 03h 43' 05'',,,42,41.654
2606,2005,MAURO GEROSA,137,89h 59' 24'',3593,39.92665852,89,59,24,LIQUIGAS - BIANCHI,116,323964,+ 03h 44' 22'',,,42,41.654
2607,2005,NICOLAS JALABERT,138,89h 59' 28'',3593,39.92616555,89,59,28,PHONAK HEARING SYSTEMS,65,323968,+ 03h 44' 26'',,,42,41.654
2608,2005,GUIDO TRENTI,139,90h 01' 26'',3593,39.91162839,90,1,26,QUICK STEP - INNERGETIC,138,324086,+ 03h 46' 24'',,,42,41.654
2609,2005,MARC WAUTERS,140,90h 01' 56'',3593,39.9079342,90,1,56,RABOBANK,58,324116,+ 03h 46' 54'',,,42,41.654
2610,2005,KJELL CARLSTRÖM,141,90h 02' 04'',3593,39.90694919,90,2,4,LIQUIGAS - BIANCHI,114,324124,+ 03h 47' 02'',,,42,41.654
2611,2005,BADEN COOKE,142,90h 02' 19'',3593,39.90510244,90,2,19,FRANCAISE DES JEUX,173,324139,+ 03h 47' 17'',,,42,41.654
2612,2005,BERNHARD EISEL,143,90h 02' 37'',3593,39.90288656,90,2,37,FRANCAISE DES JEUX,175,324157,+ 03h 47' 35'',,,42,41.654
2613,2005,MAURO FACCI,144,90h 04' 32'',3593,39.88873538,90,4,32,FASSA BORTOLO,74,324272,+ 03h 49' 30'',,,42,41.654
2614,2005,MICHAEL ALBASINI,145,90h 06' 05'',3593,39.87729872,90,6,5,LIQUIGAS - BIANCHI,112,324365,+ 03h 51' 03'',,,42,41.654
2615,2005,PETER WROLICH,146,90h 06' 52'',3593,39.8715214,90,6,52,GEROLSTEINER,168,324412,+ 03h 51' 50'',,,42,41.654
2616,2005,RAFAEL NURITDINOV,147,90h 09' 16'',3593,39.85383108,90,9,16,DOMINA VACANZE,188,324556,+ 03h 54' 14'',,,42,41.654
2617,2005,VICENTE GARCIA ACOSTA,148,90h 11' 36'',3593,39.8366472,90,11,36,ILLES BALEARS-CAISSE D EPARGNE,36,324696,+ 03h 56' 34'',,,42,41.654
2618,2005,SERVAIS KNAVEN,149,90h 14' 09'',3593,39.81788462,90,14,9,QUICK STEP - INNERGETIC,134,324849,+ 03h 59' 07'',,,42,41.654
2619,2005,UNAI ETXEBARRIA,150,90h 15' 26'',3593,39.80844869,90,15,26,EUSKALTEL - EUSKADI,193,324926,+ 04h 00' 24'',,,42,41.654
2620,2005,ROBERT FÖRSTER,151,90h 16' 42'',3593,39.7991397,90,16,42,GEROLSTEINER,162,325002,+ 04h 01' 40'',,,42,41.654
2621,2005,DANIEL BECKE,152,90h 17' 18'',3593,39.79473169,90,17,18,ILLES BALEARS-CAISSE D EPARGNE,34,325038,+ 04h 02' 16'',,,42,41.654
2622,2005,JANECK TOMBAK,153,90h 18' 11'',3593,39.78824391,90,18,11,COFIDIS CREDIT PAR TELEPHONE,127,325091,+ 04h 03' 09'',,,42,41.654
2623,2005,WIM VANSEVENANT,154,90h 24' 27'',3593,39.74227802,90,24,27,DAVITAMON - LOTTO,49,325467,+ 04h 09' 25'',,,42,41.654
2624,2005,IKER FLORES,155,90h 35' 26'',3593,39.66197114,90,35,26,EUSKALTEL - EUSKADI,194,326126,+ 04h 20' 24'',,,42,41.654
2625,2004,ANDREAS KLÖDEN,2,83h 42' 21'',3391,40.5109162,83,42,21,T-MOBILE TEAM,17,301341,+ 00h 06' 19'',,,42,40.553
2626,2004,IVAN BASSO,3,83h 42' 42'',3391,40.50809326,83,42,42,TEAM CSC,61,301362,+ 00h 06' 40'',,,42,40.553
2627,2004,JAN ULLRICH,4,83h 44' 52'',3391,40.49062662,83,44,52,T-MOBILE TEAM,11,301492,+ 00h 08' 50'',,,42,40.553
2628,2004,JOSÉ AZEVEDO,5,83h 50' 32'',3391,40.44501577,83,50,32,US POSTAL - BERRY FLOOR,2,301832,+ 00h 14' 30'',,,42,40.553
2629,2004,FRANCISCO MANCEBO,6,83h 54' 03'',3391,40.41676185,83,54,3,ILLES BALEARS - B. SANTANDER,71,302043,+ 00h 18' 01'',,,42,40.553
2630,2004,GEORG TOTSCHNIG,7,83h 54' 29'',3391,40.41328306,83,54,29,GEROLSTEINER,81,302069,+ 00h 18' 27'',,,42,40.553
2631,2004,CARLOS SASTRE,8,83h 55' 53'',3391,40.40204797,83,55,53,TEAM CSC,67,302153,+ 00h 19' 51'',,,42,40.553
2632,2004,OSCAR PEREIRO SIO,10,83h 58' 56'',3391,40.37759314,83,58,56,PHONAK HEARING SYSTEMS,27,302336,+ 00h 22' 54'',,,42,40.553
2633,2004,PIETRO CAUCCHIOLI,11,84h 00' 23'',3391,40.36597746,84,0,23,ALESSIO - BIANCHI,134,302423,+ 00h 24' 21'',,,42,40.553
2634,2004,CHRISTOPHE MOREAU,12,84h 00' 38'',3391,40.36397543,84,0,38,CREDIT AGRICOLE,51,302438,+ 00h 24' 36'',,,42,40.553
2635,2004,VLADIMIR KARPETS,13,84h 01' 13'',3391,40.3593048,84,1,13,ILLES BALEARS - B. SANTANDER,75,302473,+ 00h 25' 11'',,,42,40.553
2636,2004,MICHAEL RASMUSSEN,14,84h 03' 18'',3391,40.3426328,84,3,18,RABOBANK,158,302598,+ 00h 27' 16'',,,42,40.553
2637,2004,RICHARD VIRENQUE,15,84h 04' 13'',3391,40.33530148,84,4,13,QUICK STEP - DAVITAMON,101,302653,+ 00h 28' 11'',,,42,40.553
2638,2004,SANDY CASAR,16,84h 04' 55'',3391,40.32970482,84,4,55,FDJEUX.COM,162,302695,+ 00h 28' 53'',,,42,40.553
2639,2004,GILBERTO SIMONI,17,84h 05' 02'',3391,40.32877219,84,5,2,SAECO,171,302702,+ 00h 29' 00'',,,42,40.553
2640,2004,THOMAS VOECKLER,18,84h 07' 14'',3391,40.31119359,84,7,14,BRIOCHES LA BOULANGERE,129,302834,+ 00h 31' 12'',,,42,40.553
2641,2004,JOSÉ LUIS RUBIERA,19,84h 08' 52'',3391,40.29815272,84,8,52,US POSTAL - BERRY FLOOR,9,302932,+ 00h 32' 50'',,,42,40.553
2642,2004,STEPHANE GOUBERT,20,84h 13' 13'',3391,40.26346255,84,13,13,AG2R PREVOYANCE,144,303193,+ 00h 37' 11'',,,42,40.553
2643,2004,AXEL MERCKX,21,84h 15' 56'',3391,40.24182808,84,15,56,LOTTO - DOMO,185,303356,+ 00h 39' 54'',,,42,40.553
2644,2004,MICHAEL ROGERS,22,84h 17' 41'',3391,40.22790408,84,17,41,QUICK STEP - DAVITAMON,108,303461,+ 00h 41' 39'',,,42,40.553
2645,2004,FLOYD LANDIS,23,84h 18' 57'',3391,40.21783176,84,18,57,US POSTAL - BERRY FLOOR,6,303537,+ 00h 42' 55'',,,42,40.553
2646,2004,OSCAR SEVILLA,24,84h 21' 21'',3391,40.1987612,84,21,21,PHONAK HEARING SYSTEMS,29,303681,+ 00h 45' 19'',,,42,40.553
2647,2004,GIUSEPPE GUERINI,25,84h 23' 09'',3391,40.18447014,84,23,9,T-MOBILE TEAM,14,303789,+ 00h 47' 07'',,,42,40.553
2648,2004,IKER CAMANO,26,84h 23' 16'',3391,40.18354422,84,23,16,EUSKALTEL - EUSKADI,32,303796,+ 00h 47' 14'',,,42,40.553
2649,2004,JÉRÔME PINEAU,27,84h 23' 45'',3391,40.17970871,84,23,45,BRIOCHES LA BOULANGERE,126,303825,+ 00h 47' 43'',,,42,40.553
2650,2004,JOSÉ ENRIQUE GUTIERREZ,28,84h 26' 41'',3391,40.15644685,84,26,41,PHONAK HEARING SYSTEMS,25,304001,+ 00h 50' 39'',,,42,40.553
2651,2004,LAURENT BROCHARD,29,84h 27' 37'',3391,40.149051,84,27,37,AG2R PREVOYANCE,141,304057,+ 00h 51' 35'',,,42,40.553
2652,2004,SYLVAIN CHAVANEL,30,84h 30' 45'',3391,40.12424198,84,30,45,BRIOCHES LA BOULANGERE,121,304245,+ 00h 54' 43'',,,42,40.553
2653,2004,SANTOS GONZALEZ,31,84h 37' 03'',3391,40.07445268,84,37,3,PHONAK HEARING SYSTEMS,23,304623,+ 01h 01' 01'',,,42,40.553
2654,2004,MICHELE SCARPONI,32,84h 39' 03'',3391,40.05867239,84,39,3,DOMINA VACANZE,196,304743,+ 01h 03' 01'',,,42,40.553
2655,2004,DAVID MONCOUTIE,34,84h 40' 39'',3391,40.0460571,84,40,39,COFIDIS CREDIT PAR TELEPHONE,97,304839,+ 01h 04' 37'',,,42,40.553
2656,2004,JENS VOIGT,35,84h 43' 09'',3391,40.02636161,84,43,9,TEAM CSC,69,304989,+ 01h 07' 07'',,,42,40.553
2657,2004,ALEXANDRE BOTCHAROV,36,84h 46' 56'',3391,39.99659258,84,46,56,CREDIT AGRICOLE,52,305216,+ 01h 10' 54'',,,42,40.553
2658,2004,JUAN MIGUEL MERCADO,37,84h 47' 33'',3391,39.99174455,84,47,33,QUICK STEP - DAVITAMON,107,305253,+ 01h 11' 31'',,,42,40.553
2659,2004,EVGENI PETROV,38,84h 48' 26'',3391,39.98480213,84,48,26,SAECO,178,305306,+ 01h 12' 24'',,,42,40.553
2660,2004,PATRICE HALGAND,39,84h 48' 26'',3391,39.98480213,84,48,26,CREDIT AGRICOLE,55,305306,+ 01h 12' 24'',,,42,40.553
2661,2004,BOBBY JULICH,40,84h 48' 44'',3391,39.98244488,84,48,44,TEAM CSC,64,305324,+ 01h 12' 42'',,,42,40.553
2662,2004,EGOI MARTINEZ,41,84h 51' 12'',3391,39.96307354,84,51,12,EUSKALTEL - EUSKADI,37,305472,+ 01h 15' 10'',,,42,40.553
2663,2004,MARIUS SABALIAUSKAS,42,84h 51' 17'',3391,39.96241943,84,51,17,SAECO,179,305477,+ 01h 15' 15'',,,42,40.553
2664,2004,RIK VERBRUGGHE,43,84h 52' 44'',3391,39.95104135,84,52,44,LOTTO - DOMO,188,305564,+ 01h 16' 42'',,,42,40.553
2665,2004,IGOR GONZALEZ GALDEANO,44,84h 52' 47'',3391,39.95064912,84,52,47,LIBERTY SEGUROS,114,305567,+ 01h 16' 45'',,,42,40.553
2666,2004,AÏTOR GONZALEZ,45,84h 53' 25'',3391,39.94568152,84,53,25,FASSA BORTOLO,45,305605,+ 01h 17' 23'',,,42,40.553
2667,2004,MANUEL BELTRAN,46,85h 02' 30'',3391,39.87457129,85,2,30,US POSTAL - BERRY FLOOR,3,306150,+ 01h 26' 28'',,,42,40.553
2668,2004,JEAN-CYRIL ROBIN,47,85h 08' 08'',3391,39.83059696,85,8,8,FDJEUX.COM,168,306488,+ 01h 32' 06'',,,42,40.553
2669,2004,DANIELE NARDELLO,48,85h 11' 28'',3391,39.80462229,85,11,28,T-MOBILE TEAM,18,306688,+ 01h 35' 26'',,,42,40.553
2670,2004,SANTIAGO PEREZ,49,85h 11' 56'',3391,39.80098854,85,11,56,PHONAK HEARING SYSTEMS,28,306716,+ 01h 35' 54'',,,42,40.553
2671,2004,AITOR OSA,50,85h 14' 40'',3391,39.77971846,85,14,40,ILLES BALEARS - B. SANTANDER,77,306880,+ 01h 38' 38'',,,42,40.553
2672,2004,JOSÉ IVAN GUTIERREZ PALACIOS,51,85h 15' 18'',3391,39.77479327,85,15,18,ILLES BALEARS - B. SANTANDER,74,306918,+ 01h 39' 16'',,,42,40.553
2673,2004,INIGO LANDALUZE,52,85h 15' 54'',3391,39.77012842,85,15,54,EUSKALTEL - EUSKADI,36,306954,+ 01h 39' 52'',,,42,40.553
2674,2004,RONNY SCHOLZ,53,85h 18' 46'',3391,39.74785593,85,18,46,GEROLSTEINER,87,307126,+ 01h 42' 44'',,,42,40.553
2675,2004,MARCOS ANTONIO SERRANO RODRIGUEZ,54,85h 18' 55'',3391,39.74669119,85,18,55,LIBERTY SEGUROS,117,307135,+ 01h 42' 53'',,,42,40.553
2676,2004,JORG LUDEWIG,55,85h 20' 59'',3391,39.73065069,85,20,59,SAECO,177,307259,+ 01h 44' 57'',,,42,40.553
2677,2004,SERGUEI IVANOV,57,85h 25' 53'',3391,39.69267086,85,25,53,T-MOBILE TEAM,15,307553,+ 01h 49' 51'',,,42,40.553
2678,2004,PAOLO BETTINI,58,85h 26' 12'',3391,39.69021888,85,26,12,QUICK STEP - DAVITAMON,102,307572,+ 01h 50' 10'',,,42,40.553
2679,2004,ERIK ZABEL,59,85h 26' 23'',3391,39.68879945,85,26,23,T-MOBILE TEAM,19,307583,+ 01h 50' 21'',,,42,40.553
2680,2004,IKER FLORES,60,85h 26' 51'',3391,39.68518681,85,26,51,EUSKALTEL - EUSKADI,35,307611,+ 01h 50' 49'',,,42,40.553
2681,2004,STUART O'GRADY,61,85h 27' 43'',3391,0.0,85,27,43,COFIDIS CREDIT PAR TELEPHONE,91,307663,+ 01h 51' 41'',,,42,40.553
2682,2004,MIKEL ASTARLOZA,62,85h 31' 06'',3391,39.65231627,85,31,6,AG2R PREVOYANCE,142,307866,+ 01h 55' 04'',,,42,40.553
2683,2004,KIM KIRCHEN,63,85h 31' 54'',3391,39.64613496,85,31,54,FASSA BORTOLO,46,307914,+ 01h 55' 52'',,,42,40.553
2684,2004,ANDREA PERON,64,85h 32' 31'',3391,39.64137152,85,32,31,TEAM CSC,65,307951,+ 01h 56' 29'',,,42,40.553
2685,2004,GRISCHA NIERMANN,65,85h 33' 27'',3391,39.63416416,85,33,27,RABOBANK,157,308007,+ 01h 57' 25'',,,42,40.553
2686,2004,BENJAMIN NOVAL GONZALEZ,66,85h 33' 43'',3391,39.63210539,85,33,43,US POSTAL - BERRY FLOOR,7,308023,+ 01h 57' 41'',,,42,40.553
2687,2004,LAURENT DUFAUX,67,85h 34' 24'',3391,39.62683079,85,34,24,QUICK STEP - DAVITAMON,105,308064,+ 01h 58' 22'',,,42,40.553
2688,2004,MARZIO BRUSEGHIN,68,85h 35' 23'',3391,39.61924296,85,35,23,FASSA BORTOLO,42,308123,+ 01h 59' 21'',,,42,40.553
2689,2004,ROLF ALDAG,69,85h 38' 57'',3391,39.5917454,85,38,57,T-MOBILE TEAM,12,308337,+ 02h 02' 55'',,,42,40.553
2690,2004,CLAUS MICHAEL MOLLER,70,85h 40' 03'',3391,39.58327254,85,40,3,ALESSIO - BIANCHI,137,308403,+ 02h 04' 01'',,,42,40.553
2691,2004,SYLVAIN CALZATI,71,85h 45' 36'',3391,39.54057836,85,45,36,R.A.G.T. SEMENCES - MG ROVER,205,308736,+ 02h 09' 34'',,,42,40.553
2692,2004,NICOLAS PORTAL,72,85h 45' 47'',3391,39.53916961,85,45,47,AG2R PREVOYANCE,148,308747,+ 02h 09' 45'',,,42,40.553
2693,2004,ISIDRO NOZAL,73,85h 46' 35'',3391,39.53302353,85,46,35,LIBERTY SEGUROS,116,308795,+ 02h 10' 33'',,,42,40.553
2694,2004,MICHAEL BOOGERD,74,85h 46' 41'',3391,39.5322554,85,46,41,RABOBANK,152,308801,+ 02h 10' 39'',,,42,40.553
2695,2004,SANTIAGO BOTERO,75,85h 48' 34'',3391,39.5177946,85,48,34,T-MOBILE TEAM,13,308914,+ 02h 12' 32'',,,42,40.553
2696,2004,PIERRICK FEDRIGO,76,85h 49' 16'',3391,39.51242248,85,49,16,CREDIT AGRICOLE,54,308956,+ 02h 13' 14'',,,42,40.553
2697,2004,DAVID ETXEBARRIA,77,85h 50' 44'',3391,39.50117135,85,50,44,EUSKALTEL - EUSKADI,33,309044,+ 02h 14' 42'',,,42,40.553
2698,2004,SEBASTIAN LANG,78,85h 51' 33'',3391,39.4949093,85,51,33,GEROLSTEINER,84,309093,+ 02h 15' 31'',,,42,40.553
2699,2004,PAVEL PADRNOS,79,85h 52' 21'',3391,39.48877697,85,52,21,US POSTAL - BERRY FLOOR,8,309141,+ 02h 16' 19'',,,42,40.553
2700,2004,VJATCESLAV EKIMOV,80,85h 52' 46'',3391,39.4855838,85,52,46,US POSTAL - BERRY FLOOR,4,309166,+ 02h 16' 44'',,,42,40.553
2701,2004,BERT GRABSCH,81,85h 53' 16'',3391,39.48175267,85,53,16,PHONAK HEARING SYSTEMS,24,309196,+ 02h 17' 14'',,,42,40.553
2702,2004,NICOLAS JALABERT,82,85h 54' 44'',3391,39.47051901,85,54,44,PHONAK HEARING SYSTEMS,26,309284,+ 02h 18' 42'',,,42,40.553
2703,2004,BENOIT SALMON,83,86h 00' 51'',3391,39.42373834,86,0,51,CREDIT AGRICOLE,59,309651,+ 02h 24' 49'',,,42,40.553
2704,2004,CHRISTOPHE MENGIN,84,86h 01' 10'',3391,39.42131947,86,1,10,FDJEUX.COM,167,309670,+ 02h 25' 08'',,,42,40.553
2705,2004,CARLOS DA CRUZ,85,86h 01' 45'',3391,39.41686444,86,1,45,FDJEUX.COM,164,309705,+ 02h 25' 43'',,,42,40.553
2706,2004,VICENTE GARCIA ACOSTA,86,86h 02' 16'',3391,39.41291939,86,2,16,ILLES BALEARS - B. SANTANDER,73,309736,+ 02h 26' 14'',,,42,40.553
2707,2004,DMITRIY FOFONOV,87,86h 02' 24'',3391,39.41190144,86,2,24,COFIDIS CREDIT PAR TELEPHONE,96,309744,+ 02h 26' 22'',,,42,40.553
2708,2004,NICKI SORENSEN,88,86h 03' 41'',3391,39.40210638,86,3,41,TEAM CSC,68,309821,+ 02h 27' 39'',,,42,40.553
2709,2004,MARK SCANLON,89,86h 03' 51'',3391,39.40083465,86,3,51,AG2R PREVOYANCE,149,309831,+ 02h 27' 49'',,,42,40.553
2710,2004,MARC LOTZ,90,86h 05' 50'',3391,39.38570737,86,5,50,RABOBANK,156,309950,+ 02h 29' 48'',,,42,40.553
2711,2004,UNAI ETXEBARRIA,91,86h 06' 39'',3391,39.37948187,86,6,39,EUSKALTEL - EUSKADI,34,309999,+ 02h 30' 37'',,,42,40.553
2712,2004,CHRISTOPHE RINERO,92,86h 07' 36'',3391,39.37224243,86,7,36,R.A.G.T. SEMENCES - MG ROVER,201,310056,+ 02h 31' 34'',,,42,40.553
2713,2004,JUAN ANTONIO FLECHA GIANNONI,93,86h 09' 40'',3391,39.35650268,86,9,40,FASSA BORTOLO,44,310180,+ 02h 33' 38'',,,42,40.553
2714,2004,DARIUSZ BARANOWSKI,94,86h 09' 56'',3391,39.35447266,86,9,56,LIBERTY SEGUROS,112,310196,+ 02h 33' 54'',,,42,40.553
2715,2004,YURIY KRIVTSOV,95,86h 10' 18'',3391,39.35168172,86,10,18,AG2R PREVOYANCE,146,310218,+ 02h 34' 16'',,,42,40.553
2716,2004,SCOTT SUNDERLAND,96,86h 11' 22'',3391,39.34356489,86,11,22,ALESSIO - BIANCHI,139,310282,+ 02h 35' 20'',,,42,40.553
2717,2004,XABIER ZANDIO ECHAIDE,97,86h 11' 50'',3391,39.34001482,86,11,50,ILLES BALEARS - B. SANTANDER,79,310310,+ 02h 35' 48'',,,42,40.553
2718,2004,ALLAN DAVIS,98,86h 12' 18'',3391,39.3364654,86,12,18,LIBERTY SEGUROS,113,310338,+ 02h 36' 16'',,,42,40.553
2719,2004,ANDREA NOE,99,86h 12' 38'',3391,39.33393049,86,12,38,ALESSIO - BIANCHI,138,310358,+ 02h 36' 36'',,,42,40.553
2720,2004,KOOS MOERENHOUT,100,86h 12' 50'',3391,39.3324097,86,12,50,LOTTO - DOMO,186,310370,+ 02h 36' 48'',,,42,40.553
2721,2004,THIERRY MARICHAL,101,86h 14' 00'',3391,39.32354078,86,14,0,LOTTO - DOMO,184,310440,+ 02h 37' 58'',,,42,40.553
2722,2004,WALTER BENETEAU,102,86h 14' 38'',3391,39.3187279,86,14,38,BRIOCHES LA BOULANGERE,122,310478,+ 02h 38' 36'',,,42,40.553
2723,2004,ANTHONY CHARTEAU,103,86h 17' 33'',3391,39.2965785,86,17,33,BRIOCHES LA BOULANGERE,123,310653,+ 02h 41' 31'',,,42,40.553
2724,2004,THOR HUSHOVD,104,86h 18' 47'',3391,39.28721997,86,18,47,CREDIT AGRICOLE,57,310727,+ 02h 42' 45'',,,42,40.553
2725,2004,DAVID LOOSLI,105,86h 20' 26'',3391,39.27470675,86,20,26,SAECO,176,310826,+ 02h 44' 24'',,,42,40.553
2726,2004,DANILO HONDO,106,86h 22' 56'',3391,39.2557625,86,22,56,GEROLSTEINER,83,310976,+ 02h 46' 54'',,,42,40.553
2727,2004,PETER FARAZIJN,107,86h 22' 58'',3391,39.25551004,86,22,58,COFIDIS CREDIT PAR TELEPHONE,99,310978,+ 02h 46' 56'',,,42,40.553
2728,2004,MARTIN ELMIGER,108,86h 23' 24'',3391,39.25222827,86,23,24,PHONAK HEARING SYSTEMS,22,311004,+ 02h 47' 22'',,,42,40.553
2729,2004,FABIAN CANCELLARA,109,86h 24' 44'',3391,39.24213396,86,24,44,FASSA BORTOLO,43,311084,+ 02h 48' 42'',,,42,40.553
2730,2004,MATTEO TOSATTO,110,86h 25' 08'',3391,39.23910668,86,25,8,FASSA BORTOLO,48,311108,+ 02h 49' 06'',,,42,40.553
2731,2004,BRAM DE GROOT,111,86h 25' 35'',3391,39.23570154,86,25,35,RABOBANK,153,311135,+ 02h 49' 33'',,,42,40.553
2732,2004,MARC WAUTERS,112,86h 26' 18'',3391,39.23027978,86,26,18,RABOBANK,159,311178,+ 02h 50' 16'',,,42,40.553
2733,2004,PETER WROLICH,113,86h 27' 08'',3391,39.22397728,86,27,8,GEROLSTEINER,89,311228,+ 02h 51' 06'',,,42,40.553
2734,2004,FRANCK RENIER,114,86h 29' 18'',3391,39.20760025,86,29,18,BRIOCHES LA BOULANGERE,127,311358,+ 02h 53' 16'',,,42,40.553
2735,2004,KARSTEN KROON,115,86h 29' 24'',3391,39.20684472,86,29,24,RABOBANK,155,311364,+ 02h 53' 22'',,,42,40.553
2736,2004,FILIPPO POZZATO,116,86h 30' 57'',3391,39.19513769,86,30,57,FASSA BORTOLO,47,311457,+ 02h 54' 55'',,,42,40.553
2737,2004,JAN HRUSKA,117,86h 32' 03'',3391,39.18683372,86,32,3,LIBERTY SEGUROS,115,311523,+ 02h 56' 01'',,,42,40.553
2738,2004,FILIPPO SIMEONI,118,86h 32' 32'',3391,39.18318611,86,32,32,DOMINA VACANZE,198,311552,+ 02h 56' 30'',,,42,40.553
2739,2004,LUDOVIC MARTIN,119,86h 35' 02'',3391,39.16433003,86,35,2,R.A.G.T. SEMENCES - MG ROVER,208,311702,+ 02h 59' 00'',,,42,40.553
2740,2004,TOM BOONEN,120,86h 35' 09'',3391,39.16345053,86,35,9,QUICK STEP - DAVITAMON,103,311709,+ 02h 59' 07'',,,42,40.553
2741,2004,MASSIMILIANO MORI,121,86h 35' 14'',3391,39.16282233,86,35,14,DOMINA VACANZE,195,311714,+ 02h 59' 12'',,,42,40.553
2742,2004,ROBBIE MC EWEN,122,86h 35' 20'',3391,39.16206852,86,35,20,LOTTO - DOMO,181,311720,+ 02h 59' 18'',,,42,40.553
2743,2004,KURT-ASLE ARVESEN,123,86h 36' 37'',3391,39.15239723,86,36,37,TEAM CSC,62,311797,+ 03h 00' 35'',,,42,40.553
2744,2004,SALVATORE COMMESSO,124,86h 37' 23'',3391,39.14662186,86,37,23,SAECO,174,311843,+ 03h 01' 21'',,,42,40.553
2745,2004,UWE PESCHEL,125,86h 37' 38'',3391,39.14473895,86,37,38,GEROLSTEINER,86,311858,+ 03h 01' 36'',,,42,40.553
2746,2004,STEFANO ZANINI,126,86h 37' 41'',3391,39.14436239,86,37,41,QUICK STEP - DAVITAMON,109,311861,+ 03h 01' 39'',,,42,40.553
2747,2004,JULIAN DEAN,127,86h 38' 11'',3391,39.1405972,86,38,11,CREDIT AGRICOLE,53,311891,+ 03h 02' 09'',,,42,40.553
2748,2004,GILLES BOUVARD,128,86h 39' 30'',3391,39.13068564,86,39,30,R.A.G.T. SEMENCES - MG ROVER,204,311970,+ 03h 03' 28'',,,42,40.553
2749,2004,FRÉDÉRIC GUESDON,129,86h 39' 42'',3391,39.12918053,86,39,42,FDJEUX.COM,166,311982,+ 03h 03' 40'',,,42,40.553
2750,2004,PIERRE BOURQUENOUD,130,86h 40' 49'',3391,39.12077911,86,40,49,R.A.G.T. SEMENCES - MG ROVER,203,312049,+ 03h 04' 47'',,,42,40.553
2751,2004,BERNHARD EISEL,131,86h 41' 46'',3391,39.11363447,86,41,46,FDJEUX.COM,165,312106,+ 03h 05' 44'',,,42,40.553
2752,2004,MARCUS LJUNGQVIST,132,86h 43' 53'',3391,39.0977251,86,43,53,ALESSIO - BIANCHI,136,312233,+ 03h 07' 51'',,,42,40.553
2753,2004,ERIK DEKKER,133,86h 43' 56'',3391,39.09734944,86,43,56,RABOBANK,154,312236,+ 03h 07' 54'',,,42,40.553
2754,2004,CHRISTOPHE LAURENT,134,86h 45' 40'',3391,39.08433118,86,45,40,R.A.G.T. SEMENCES - MG ROVER,207,312340,+ 03h 09' 38'',,,42,40.553
